"Stkcd","Trddt","Dsmvtll"
"601689","2022-08-09","91998847.83"
"601689","2022-08-10","88891076.50"
"601689","2022-08-11","88218828.09"
"601689","2022-08-12","87943316.45"
"601689","2022-08-15","90257614.25"
"601689","2022-08-16","90367818.90"
"601689","2022-08-17","90610269.15"
"601689","2022-08-18","94224981.91"
"601689","2022-08-19","90709453.34"
"601689","2022-08-22","91183333.37"
"601689","2022-08-23","95007434.97"
"601689","2022-08-24","89629447.70"
"601689","2022-08-25","88163725.76"
"601689","2022-08-26","92351502.73"
"601689","2022-08-29","90037204.93"
"601689","2022-08-30","90753535.20"
"601689","2022-08-31","87127801.98"
"601689","2022-09-01","84769422.32"
"601689","2022-09-02","88351073.68"
"601689","2022-09-05","86025755.41"
"601689","2022-09-06","91469865.48"
"601689","2022-09-07","95690703.85"
"601689","2022-09-08","96153563.41"
"601689","2022-09-09","96153563.41"
"601689","2022-09-13","94963353.11"
"601689","2022-09-14","91381701.75"
"601689","2022-09-15","86268205.66"
"601689","2022-09-16","83325741.31"
"601689","2022-09-19","81308996.08"
"601689","2022-09-20","86003714.48"
"601689","2022-09-21","84185337.64"
"601689","2022-09-22","83182475.25"
"601689","2022-09-23","81518384.93"
"601689","2022-09-26","85375547.93"
"601689","2022-09-27","84262480.90"
"601689","2022-09-28","82576349.64"
"601689","2022-09-29","85254322.81"
"601689","2022-09-30","81331037.01"
"601689","2022-10-10","76041213.47"
"601689","2022-10-11","79479598.77"
"601689","2022-10-12","81529405.40"
"601689","2022-10-13","82631451.97"
"601689","2022-10-14","84086153.44"
"601689","2022-10-17","82433083.59"
"601689","2022-10-18","82433083.59"
"601689","2022-10-19","80901238.85"
"601689","2022-10-20","75049371.55"
"601689","2022-10-21","77253464.70"
"601689","2022-10-24","76173459.06"
"601689","2022-10-25","78432654.53"
"601689","2022-10-26","78818370.83"
"601689","2022-10-27","77132239.57"
"601689","2022-10-28","71489761.13"
"601689","2022-10-31","71412617.87"
"601689","2022-11-01","75446108.32"
"601689","2022-11-02","81661650.99"
"601689","2022-11-03","81882060.30"
"601689","2022-11-04","85959632.62"
"601689","2022-11-07","84857586.04"
"601689","2022-11-08","83424925.50"
"601689","2022-11-09","80813075.12"
"601689","2022-11-10","79281230.39"
"601689","2022-11-11","79237148.53"
"601689","2022-11-14","77066116.78"
"601689","2022-11-15","78575920.58"
"601689","2022-11-16","78322449.87"
"601689","2022-11-17","73837120.32"
"601689","2022-11-18","75313862.73"
"601689","2022-11-21","78575920.58"
"601689","2022-11-22","77573058.20"
"601689","2022-11-23","77242444.23"
"601689","2022-11-24","77220403.30"
"601689","2022-11-25","73506506.35"
"601689","2022-11-28","74762839.44"
"601689","2022-11-29","70905676.44"
"601689","2022-11-30","74377123.14"
"601689","2022-12-01","75655497.17"
"601689","2022-12-02","72239152.79"
"601689","2022-12-05","71633027.18"
"601689","2022-12-06","69550159.16"
"601689","2022-12-07","70376694.09"
"601689","2022-12-08","71412617.87"
"601689","2022-12-09","69252606.58"
"601689","2022-12-12","69065258.67"
"601689","2022-12-13","66530551.55"
"601689","2022-12-14","67886068.84"
"601689","2022-12-15","70817512.72"
"601689","2022-12-16","67919130.23"
"601689","2022-12-19","68018314.42"
"601689","2022-12-20","67555454.86"
"601689","2022-12-21","65990548.73"
"601689","2022-12-22","65615852.90"
"601689","2022-12-23","63356657.42"
"601689","2022-12-26","68326887.46"
"601689","2022-12-27","68238723.74"
"601689","2022-12-28","64150130.96"
"601689","2022-12-29","64557888.19"
"601689","2022-12-30","64557888.19"
